0.33685946,-0.4600141,-0.9855778,0.8188714,-0.23799968,0.23360252,0.59282494,0.31769657,0.036880612,0.73862386,-0.3664366,0.24939537,-0.20705175,-0.32293153,0.44669187,-0.31780314,0.6007358,0.46268177,0.2679702,-0.2831036,-0.36257458,-0.705197,-0.40400517,-0.90499127,0.64508533,-0.6856848,-0.5822333,
-0.29289973,-0.39509082,-0.575261,0.34145176,0.9789823,-0.51793647,0.44700515,0.8923657,-0.5997242,-0.78112817,0.9631467,-0.45082533,0.86884654,0.49074388,0.13691819,-0.7223511,0.21467185,-0.7660841,0.2188884,-0.0018479824,0.39032006,0.5556098,-0.6585183,0.46028697,-0.37346852,0.05286312,-0.07901943,
0.022444248,0.27093828,-0.21678364,-0.39768684,0.79558694,-0.6581776,0.6880621,-0.7166561,-0.59812963,0.9944756,-0.84587955,-0.99720216,-0.31726503,0.42654192,0.91068184,0.6209674,0.86993,0.45431757,0.43495297,0.99850285,-0.28205836,-0.8531096,0.39371896,0.42254186,-0.48900902,-0.33708215,-0.3131143,
0.232337,0.31960595,0.913645,-0.121290445,0.13767123,-0.47844326,0.8582792,0.9771397,-0.90419495,-0.18531096,-0.19230294,-0.2178353,-0.29036713,-0.31501687,-0.28493416,0.01893568,0.8730664,0.76749516,-0.62343395,0.9607792,0.4194317,-0.28492498,-0.81100285,0.22329807,-0.022193432,-0.33681107,0.24075556,
0.92756677,-0.9735166,0.73092663,-0.8593358,0.8995348,0.0382514,-0.6083056,0.13111436,-0.9065876,-0.07937598,0.07834005,-0.7143893,0.17747164,-0.9192685,0.24758673,-0.27165425,-0.32384622,0.58230555,-0.5603138,0.08819246,-0.38750148,0.8854326,-0.59606886,0.91573083,-0.029923677,-0.24107683,0.19974816,
0.429098,0.14358592,-0.49518263,-0.68931484,-0.42762172,0.9460416,-0.7713995,0.7993221,-0.1974206,-0.22143602,-0.7457589,0.8470129,0.12132919,0.22825956,0.12298727,0.32874858,-0.8056843,-0.8907956,0.10214162,0.09517038,-0.12545693,0.94436944,-0.298728,-0.29300177,0.6997967,-0.52861416,-0.4382509,
-0.61913466,-0.51636887,0.8628807,0.59866893,-0.14907002,0.52895737,-0.8555623,0.18944037,-0.89573085,-0.116461515,-0.44917858,0.40687513,0.48440516,0.9418056,-0.76631844,0.28932202,0.6782899,-0.78204787,0.1991967,-0.83119035,-0.71725917,0.16425014,-0.89808893,-0.4540515,0.27271855,-0.76559913,0.4648291,
-0.9034749,0.45853996,-0.873973,0.6736562,0.65537894,-0.6004938,-0.788259,0.6647893,0.5231477,0.7536856,0.37269366,-0.37884045,-0.17623389,0.4502058,-0.9301872,0.95423293,0.13456953,0.55388796,-0.8247597,0.7493328,-0.53029156,0.43117929,-0.9075366,0.35344136,-0.82089984,0.10517013,-0.80372703,
0.30574417,0.698647,0.11119664,-0.269145,0.1148721,-0.59195507,0.7504866,-0.08502591,-0.32670617,-0.9099412,-0.5263448,0.7415986,0.3338982,0.4104582,0.77571535,-0.24165034,0.5538713,-0.93526506,-0.03230369,-0.92862105,-0.54902637,-0.34906435,-0.60358167,-0.40914953,0.56240404,0.8889245,0.500875,
0.37190974,0.4605503,0.88490283,0.09677148,0.6813401,0.016161442,0.63460803,-0.15796018,-0.015595794,0.9723997,-0.37868297,-0.61702704,0.680967,-0.83387077,-0.94699574,0.8811146,0.84975266,0.6499487,0.3377558,-0.23204327,-0.22984874,0.14879513,-0.51114905,0.49649727,-0.72077537,-0.67502606,0.6307409,
-0.5186777,0.36488533,0.27987492,-0.98506796,0.07213712,-0.2754513,-0.93355274,-0.46386445,-0.38746357,-0.5410775,0.021312475,-0.2764516,-0.41527295,0.8198321,0.42810762,-0.44444084,-0.30710626,0.697155,0.90478194,-0.6663724,-0.5890554,-0.6343725,-0.63293314,0.062030792,0.9316139,-0.7313956,-0.41378534,
-0.69762015,-0.616632,-0.43790233,-0.52014077,0.74874365,-0.94876647,-0.0658623,-0.66250145,-0.6594254,-0.45186615,0.0948236,-0.57026803,-0.3329785,0.106340885,0.34460747,-0.38948584,-0.48171127,-0.2723106,0.6951443,0.5784856,-0.83682394,-0.66829145,-0.48481333,0.42638505,-0.20294905,0.45996785,-0.13367188,
0.4252392,-0.84832203,-0.8066875,0.6906992,0.38091254,-0.060649157,0.9580263,-0.15202093,-0.10017192,-0.18029559,-0.7737528,0.07879436,0.4930718,-0.9284625,0.639297,-0.014274836,-0.16300154,-0.3174399,-0.32467914,0.46127784,-0.613456,-0.863402,-0.41090822,-0.37396955,-0.81854665,-0.60335994,0.90524447,
-0.8113415,-0.6328739,0.8141012,-0.12408304,-0.6274526,0.8798214,-0.95659757,-0.6921748,-0.6060511,-0.55044484,-0.94682217,-0.036244392,-0.69617796,-0.10437119,-0.2584846,-0.6140996,-0.957013,-0.68591547,-0.43120074,0.96900403,0.7180673,-0.46613038,-0.40836167,-0.3944291,-0.24858809,0.1589762,0.819824,
0.44609547,0.11774886,-0.58227575,-0.9645457,-0.92756796,0.65348244,0.71615124,0.5474974,-0.9729247,0.9604155,0.23649943,-0.9938036,0.6011442,0.30008006,-0.59420395,0.90262806,-0.23316848,-0.8611114,0.64809334,-0.98685956,-0.6731863,0.0693413,0.8759588,-0.89675295,-0.35547173,0.6731286,0.5472678,
0.45850337,-0.47255504,-0.15508282,-0.64189065,-0.6266558,-0.2521733,-0.64431155,0.26814163,0.06727481,-0.8424779,0.11236751,-0.74449,0.5080538,-0.35759878,-0.97798276,-0.71593213,0.49718058,-0.5437974,0.3538308,-0.17516518,-0.24249756,-0.05544448,0.9275799,0.017447114,0.10504508,-0.8670653,-0.73405683,
-0.7590952,-0.31831288,-0.79132414,-0.17144144,-0.06205833,0.9671898,-0.8905386,0.7329627,-0.25672042,-0.53851855,-0.91938734,0.016569853,-0.37273884,0.0105775595,-0.2341398,-0.7477397,0.30399323,
-0.679198,-0.31837428,-0.13834286,-0.9663341,-0.33464468,-0.7047093,0.75259817,-0.32359242,0.9002836,-0.05130422,-0.6719283,0.9766842,-0.11872339,-0.2732594,-0.88059914,-0.15472817,-0.20328581,
-0.483989,0.5788983,-0.2911743,0.7746047,-0.9980407,-0.32230175,-0.67267156,0.60852826,0.6336827,0.18305373,-0.75127375,0.11548746,0.52309716,0.37788248,0.7490181,-0.11688101,0.49150229,
-0.2315929,-0.24246633,0.93523586,0.7210672,-0.6732079,0.5019369,-0.8342087,0.9870852,-0.5032382,0.09373891,0.951277,0.8092357,0.38754797,-0.4383011,0.20468676,-0.424559,-0.57903373,
0.012316465,0.17680979,-0.931236,-0.61543846,-0.028448224,-0.49535596,-0.6110476,-0.34489727,-0.7837372,0.7451198,-0.107382774,-0.29852903,0.59949887,-0.1630367,0.8686601,0.21795166,0.8011048,
-0.505,0.8906467,0.59687483,-0.13309348,-0.43502116,-0.743582,-0.43852746,0.7559334,-0.792928,0.2596972,0.9550147,-0.6238779,0.49857342,0.2923733,-0.49113142,-0.10924804,-0.40364015,
0.26350403,-0.7278514,-0.26281238,0.7160127,0.54932666,-0.55052257,0.9960828,0.4921242,0.85319793,0.44430578,0.15407658,-0.16917384,-0.20363963,0.003166914,-0.08469653,0.62464094,0.101712584,
-0.6188216,-0.027859092,-0.5213947,0.0865016,0.4119594,-0.12463522,-0.7234942,0.78431916,0.54722583,-0.9163666,0.26080477,-0.19105399,0.94209313,0.6412519,-0.27200723,0.0045681,0.351161,
0.13562393,-0.41204178,-0.80444884,-0.27061665,0.6454848,0.3659408,0.28942537,-0.24791026,-0.2885927,0.88927317,0.6765133,0.1661148,-0.38417506,-0.6335976,0.4617287,0.059905767,0.38933742,
0.15299451,0.052990317,-0.11495006,-0.52655005,-0.37783456,0.31542742,-0.28844047,0.31987333,0.84706223,0.7897669,-0.5534648,0.7889713,0.88110816,-0.061178327,0.6130371,0.33043027,-0.29500306,
0.6404575,0.92403793,0.9570731,0.8451545,-0.3460977,-0.20645094,-0.35285687,0.3558662,-0.45626843,-0.78564453,0.1221838,0.45546997,-0.27848876,-0.6137613,-0.24648511,-0.65509295,0.61602056,
0.7675011,0.81981313,0.34765816,0.17971718,0.14171517,-0.073414445,0.76342106,0.92986643,0.20985484,-0.49740303,0.05055511,-0.19661725,-0.039947152,-0.946434,-0.45298743,0.21638262,0.23370099,
0.05164635,0.85686004,0.9043064,-0.81139386,0.9060563,-0.16979837,0.852725,-0.16319251,0.12996995,-0.023186564,0.8706424,-0.42196977,-0.11462414,0.07393122,0.89976335,0.67115414,-0.029834628,
-0.6858312,0.5108632,0.93697786,0.2648481,-0.46983707,-0.99180007,-0.44382048,-0.98771715,0.39767206,0.48591673,-0.0075922012,-0.66617894,-0.056422114,0.15553415,-0.9997345,0.18288803,-0.56013155,
0.8801154,0.8824228,-0.64682174,0.9474015,-0.7605674,0.2589656,0.46351624,-0.37700665,0.43591356,0.5937511,0.27259076,-0.7892853,-0.24613702,0.121453404,0.15901434,-0.5961386,-0.41702354,
-0.6233027,0.8436333,-0.9955038,-0.26146412,0.16281676,-0.90777504,-0.91647196,-0.9102646,0.4382813,0.20278752,-0.43151462,0.5985732,-0.6223767,0.7720417,-0.9070767,-0.2361635,0.4488095,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
